Trial_ID,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
1453010,BP,43930,B,CTAIN,6383,,,,,,,,,21,,,,,,,
1668418,FDI,48678,B,CTAIN,975,,,,,,,,,18,,,,,,,
1668297,FDI,48678,B,CTAIN,1470,,,,,,,,,17,,,,,,,
1668287,FDI,48678,B,CTAIN,1800,,,,,,,,,18,,,,,,,
1685157,FDI,48678,B,CTAIN,3660,,,,,,,,,13,,,,,,,
1679264,LW,44969,B,CTAIN,4040,,,,,,,,,25,,,,,,,
1655123,LW,63275,A,CTAIN,1440,,,,,,,,,17,,,,,,,
1644546,LW,63275,A,CTAIN,3240,,,,,,,,,16,,,,,,,
1674457,LW,63291,A,CTAIN,14850,,,,,,,,,20,,,,,,,
1668292,FDI,48678,B,CTAIN,300,,,,,,,,,14,,,,,,,
1668412,FDI,48678,B,CTAIN,450,,,,,,,,,19,,,,,,,
1668413,LW,63291,A,CTAIN,3690,,,,,,,,,14,,,,,,,
1668290,FDI,48678,B,CTAIN,1755,,,,,,,,,18,,,,,,,
1669800,LW,63291,A,CTAIN,1920,,,,,,,,,17,,,,,,,
1655122,PY,44780,B,CTAIN,660,,,,,,,,,17,,,,,,,
1668297,LW,63291,A,CTAIN,1950,,,,,,,,,17,,,,,,,
1668292,LW,63291,A,CTAIN,270,,,,,,,,,14,,,,,,,
1668418,LW,63291,A,CTAIN,1470,,,,,,,,,18,,,,,,,
1668413,FDI,48678,B,CTAIN,2385,,,,,,,,,14,,,,,,,
1657682,LW,63291,A,CTAIN,2100,,,,,,,,,15,,,,,,,
1648722,LW,63528,A,CTAIN,4470,,,,,,,,,23,,,,,,,
1597056,FDI,53193,B,CTAIN,26400,,,,,,,,,21,,,,,,,
1668287,LW,63291,A,CTAIN,3240,,,,,,,,,18,,,,,,,
1648712,LW,63291,A,CTAIN,1520,,,,,,,,,23,,,,,,,
1692172,FDI,48679,B,CTAIN,606,,,,,,,,,19,,,,,,,
1652439,FDI,48679,B,CTAIN,420,,,,,,,,,18,,,,,,,
1682722,LW,63291,A,CTAIN,8700,,,,,,,,,21,,,,,,,
1674582,LW,63669,A,CTAIN,1500,,,,,,,,,15,,,,,,,
1687803,YC,"","",CTAIN,3665,,,,,,,,,28,,,,,,,
1670375,YC,46228,B,CTAIN,1955,,,,,,,,,24,,,,,,,
1694600,PW,63435,A,CTAIN,4840,,,,,,,,,24,,,,,,,
1694600,FDI,48410,B,CTAIN,5840,,,,,,,,,24,,,,,,,
1692167,LW,63291,A,CTAIN,2056,,,,,,,,,19,,,,,,,
1294934,FDI,8401,B,CTAIN,1760,,,,,,,,,20,,,,,,,
1692168,LW,63291,A,CTAIN,350,,,,,,,,,19,,,,,,,
1682727,LW,63291,A,CTAIN,7224,,,,,,,,,18,,,,,,,
1699373,FDC,60304,A,CTAIN,62770,,,,,,,,,24,,,,,,,
1683604,FDI,63544,A,CTAIN,4320,,,,,,,,,18,,,,,,,
1662733,LW,63291,A,CTAIN,5340,,,,,,,,,20,,,,,,,
1672871,PY,48009,B,CTAIN,2790,,,,,,,,,20,,,,,,,
1678932,LW,63291,A,CTAIN,8675,,,,,,,,,20,,,,,,,
1678934,LW,63291,A,CTAIN,740,,,,,,,,,20,,,,,,,
1678934,PY,48009,B,CTAIN,975,,,,,,,,,20,,,,,,,
1662730,LW,63291,A,CTAIN,1330,,,,,,,,,20,,,,,,,
1673823,LW,63291,A,CTAIN,1400,,,,,,,,,19,,,,,,,
1678932,PY,48009,B,CTAIN,4925,,,,,,,,,20,,,,,,,
1672872,PY,48009,B,CTAIN,6450,,,,,,,,,20,,,,,,,
1682309,PY,48009,B,CTAIN,705,,,,,,,,,20,,,,,,,
1682309,LW,63291,A,CTAIN,4800,,,,,,,,,20,,,,,,,
1692171,FDI,48679,B,CTAIN,2454,,,,,,,,,18,,,,,,,
1682727,FDI,48678,B,CTAIN,3612,,,,,,,,,18,,,,,,,
1671989,LW,63669,A,CTAIN,9260,,,,,,,,,14,,,,,,,
1699373,PW,61261,A,CTAIN,8670,,,,,,,,,24,,,,,,,
1685872,FDI,63544,A,CTAIN,1600,,,,,,,,,19,,,,,,,
1682849,LW,63291,A,CTAIN,1890,,,,,,,,,21,,,,,,,
1664003,LW,63669,A,CTAIN,1450,,,,,,,,,19,,,,,,,
1663947,LW,63669,A,CTAIN,3490,,,,,,,,,19,,,,,,,
1669383,LW,63528,A,CTAIN,300,,,,,,,,,18,,,,,,,
1692166,LW,63291,A,CTAIN,5115,,,,,,,,,19,,,,,,,
1652488,FDI,48679,B,CTAIN,150,,,,,,,,,18,,,,,,,
1689566,FDI,48679,B,CTAIN,3589,,,,,,,,,18,,,,,,,
1661715,LW,63669,A,CTAIN,4850,,,,,,,,,14,,,,,,,
1681691,CW,39708,B,CTAIN,940,,,,,,,,,12,,,,,,,
1682290,LW,63669,A,CTAIN,4608,,,,,,,,,14,,,,,,,
1679407,LW,63493,A,CTAIN,2280,,,,,,,,,22,,,,,,,
1685762,LW,63668,A,CTAIN,525,,,,,,,,,15,,,,,,,
1663959,LW,63669,A,CTAIN,2150,,,,,,,,,18,,,,,,,
1692170,LW,63291,A,CTAIN,1635,,,,,,,,,18,,,,,,,
1680919,LW,63291,A,CTAIN,4160,,,,,,,,,18,,,,,,,
-513350000,LW,63291,A,MXPLT,210,,,,,,,,,18,,,,,,,
1679338,FDI,48678,B,CTAIN,330,,,,,,,,,19,,,,,,,
1056944,PY,53890,B,CTAIN,2850,,,,,,,,,18,,,,,,,
1576925,PY,63589,A,CTAIN,435,,,,,,,,,19,,,,,,,
1692169,FDI,48679,B,CTAIN,1276,,,,,,,,,18,,,,,,,
-514260000,LW,63291,A,MXPLT,9450,,,,,,,,,19,,,,,,,
1683482,LW,63291,A,CTAIN,17170,,,,,,,,,22,,,,,,,
1680919,FDI,48679,B,CTAIN,3730,,,,,,,,,18,,,,,,,
1689160,FDI,48679,B,MXPLT,60450,,,,,,,,,18,,,,,,,
1680943,FDI,48679,B,MXPLT,9480,,,,,,,,,20,,,,,,,
1671779,LW,63528,A,CTAIN,3945,,,,,,,,,18,,,,,,,
1685761,LW,63668,A,CTAIN,1875,,,,,,,,,15,,,,,,,
1663345,PW,63450,A,CTAIN,7020,,,,,,,,,15,,,,,,,
1670213,PW,63359,A,CTAIN,320,,,,,,,,,23,,,,,,,
1670210,PW,63359,A,CTAIN,470,,,,,,,,,23,,,,,,,
1670214,PW,63359,A,CTAIN,1140,,,,,,,,,23,,,,,,,
1101071,FDI,8401,B,CTAIN,3200,,,,,,,,,20,,,,,,,
1616696,PW,61058,A,CTAIN,40,,,,,,,,,16,,,,,,,
1682290,FDI,63544,A,CTAIN,6264,,,,,,,,,14,,,,,,,
1345611,PW,60459,A,CTAIN,13065,,,,,,,,,19,,,,,,,
1310635,LW,63291,A,CTAIN,22590,,,,,,,,,20,,,,,,,
1702748,PW,61182,A,CTAIN,4180,,,,,,,,,26,,,,,,,
1689755,FDC,63671,A,CTAIN,200,,,,,,,,,23,,,,,,,
1700017,PY,30620,B,CTAIN,1350,,,,,,,,,14,,,,,,,
1683477,LW,63528,A,CTAIN,4990,,,,,,,,,23,,,,,,,
1692165,FDI,48679,B,CTAIN,1041,,,,,,,,,19,,,,,,,
1683481,LW,63291,A,CTAIN,52400,,,,,,,,,18,,,,,,,
1683481,FDI,48679,B,CTAIN,52910,,,,,,,,,18,,,,,,,
1688204,LW,63291,A,CTAIN,4050,,,,,,,,,19,,,,,,,
1687298,LW,63291,A,CTAIN,5815,,,,,,,,,21,,,,,,,
1663978,LW,63669,A,CTAIN,780,,,,,,,,,19,,,,,,,
1688170,LW,63291,A,CTAIN,3080,,,,,,,,,16,,,,,,,
1680908,LW,63528,A,CTAIN,330,,,,,,,,,24,,,,,,,
1670360,PW,63359,A,CTAIN,3780,,,,,,,,,26,,,,,,,
1698406,YC,"","",CTAIN,1440,,,,,,,,,21,,,,,,,
1675563,LW,63291,A,CTAIN,320,,,,,,,,,20,,,,,,,
1699311,PW,63584,A,CTAIN,1365,,,,,,,,,20,,,,,,,
1699311,LW,63528,A,CTAIN,6465,,,,,,,,,20,,,,,,,
1699299,PW,61010,A,CTAIN,390,,,,,,,,,20,,,,,,,
1671254,LW,63291,A,CTAIN,4395,,,,,,,,,21,,,,,,,
1667489,LW,63291,A,CTAIN,630,,,,,,,,,21,,,,,,,
1665146,LW,63291,A,CTAIN,9180,,,,,,,,,14,,,,,,,
1673511,LW,63291,A,CTAIN,1092,,,,,,,,,18,,,,,,,
1679171,FDI,48678,B,CTAIN,1974,,,,,,,,,18,,,,,,,
1669386,LW,63291,A,CTAIN,5820,,,,,,,,,19,,,,,,,
1687297,LW,63291,A,CTAIN,6615,,,,,,,,,21,,,,,,,
1699415,LW,63528,A,CTAIN,4335,,,,,,,,,22,,,,,,,
1666261,PW,63027,A,CTAIN,360,,,,,,,,,16,,,,,,,
1687800,PW,60360,A,CTAIN,2950,,,,,,,,,36,,,,,,,
1682763,LW,63291,A,CTAIN,1848,,,,,,,,,18,,,,,,,
1689502,FDI,63197,A,CTAIN,21520,,,,,,,,,21,,,,,,,
1672873,PY,48009,B,CTAIN,380,,,,,,,,,20,,,,,,,
1647726,LW,63291,A,CTAIN,6125,,,,,,,,,20,,,,,,,
1672873,LW,63291,A,CTAIN,860,,,,,,,,,20,,,,,,,
1688723,LW,63291,A,CTAIN,1770,,,,,,,,,20,,,,,,,
1674913,LW,63291,A,CTAIN,3765,,,,,,,,,20,,,,,,,
1680097,LW,63669,A,CTAIN,8910,,,,,,,,,19,,,,,,,
1691378,LW,63669,A,CTAIN,704,,,,,,,,,17,,,,,,,
1693791,PW,61261,A,CTAIN,2200,,,,,,,,,28,,,,,,,
1694600,CW,46260,B,CTAIN,1980,,,,,,,,,24,,,,,,,
1692164,LW,63291,A,CTAIN,2505,,,,,,,,,18,,,,,,,
1689160,LW,63291,A,MXPLT,62130,,,,,,,,,18,,,,,,,
1680435,LW,63669,A,CTAIN,620,,,,,,,,,18,,,,,,,
1699339,PW,61010,A,CTAIN,285,,,,,,,,,21,,,,,,,
1679365,LW,63669,A,CTAIN,990,,,,,,,,,19,,,,,,,
1656363,LW,63291,A,CTAIN,11655,,,,,,,,,20,,,,,,,
1687495,LW,63291,A,CTAIN,9450,,,,,,,,,20,,,,,,,
1685676,LW,63291,A,CTAIN,2835,,,,,,,,,21,,,,,,,
1691253,LW,63291,A,CTAIN,4090,,,,,,,,,24,,,,,,,
1651331,LW,63291,A,CTAIN,710,,,,,,,,,20,,,,,,,
1693797,PW,61261,A,CTAIN,700,,,,,,,,,36,,,,,,,
1693798,PW,61261,A,CTAIN,1060,,,,,,,,,20,,,,,,,
1643369,PW,63205,A,CTAIN,70,,,,,,,,,35,,,,,,,
-513350000,FDI,48679,B,MXPLT,210,,,,,,,,,18,,,,,,,
1652476,FDI,48679,B,CTAIN,540,,,,,,,,,19,,,,,,,
1682029,CW,47458,B,CTAIN,3735,,,,,,,,,24,,,,,,,
1688511,LW,63669,A,CTAIN,900,,,,,,,,,18,,,,,,,
1683399,LW,63669,A,CTAIN,1290,,,,,,,,,21,,,,,,,
1676255,LW,63291,A,CTAIN,2950,,,,,,,,,20,,,,,,,
1702748,BP,43930,B,CTAIN,870,,,,,,,,,28,,,,,,,
1699299,LW,63528,A,CTAIN,1320,,,,,,,,,20,,,,,,,
1675864,LW,63669,A,CTAIN,3810,,,,,,,,,19,,,,,,,
1685641,LW,63291,A,CTAIN,9105,,,,,,,,,20,,,,,,,
1663345,CW,44783,B,CTAIN,2200,,,,,,,,,15,,,,,,,
1686383,LW,63669,A,CTAIN,1140,,,,,,,,,20,,,,,,,
1686387,FDI,63544,A,CTAIN,2100,,,,,,,,,15,,,,,,,
1686386,LW,63669,A,CTAIN,1164,,,,,,,,,14,,,,,,,
1696448,LW,63291,A,CTAIN,22320,,,,,,,,,11,,,,,,,
1681327,FDI,63544,A,CTAIN,516,,,,,,,,,15,,,,,,,
1006149,FDI,44912,B,CTAIN,6600,,,,,,,,,22,,,,,,,
1673209,LW,63291,A,CTAIN,3150,,,,,,,,,22,,,,,,,
1689758,FDC,63671,A,CTAIN,470,,,,,,,,,28,,,,,,,
1685757,LW,63668,A,CTAIN,2880,,,,,,,,,16,,,,,,,
1669288,LW,63668,A,CTAIN,1650,,,,,,,,,16,,,,,,,
1294950,FDI,8401,B,CTAIN,1460,,,,,,,,,20,,,,,,,
1663345,FDI,48410,B,CTAIN,300,,,,,,,,,15,,,,,,,
1692165,LW,63291,A,CTAIN,734,,,,,,,,,19,,,,,,,
1692172,LW,63291,A,CTAIN,1201,,,,,,,,,19,,,,,,,
1680943,LW,63291,A,MXPLT,9530,,,,,,,,,20,,,,,,,
1673207,LW,63291,A,CTAIN,3340,,,,,,,,,19,,,,,,,
1679390,LW,63291,A,CTAIN,1505,,,,,,,,,21,,,,,,,
1692171,LW,63291,A,CTAIN,1039,,,,,,,,,18,,,,,,,
-514260000,FDI,48679,B,MXPLT,9450,,,,,,,,,19,,,,,,,
1692167,FDI,48679,B,CTAIN,1514,,,,,,,,,19,,,,,,,
1006150,FDI,44912,B,CTAIN,4620,,,,,,,,,20,,,,,,,
1699339,LW,63528,A,CTAIN,690,,,,,,,,,21,,,,,,,
1652926,FDC,63671,A,CTAIN,770,,,,,,,,,21,,,,,,,
1691738,LW,63669,A,CTAIN,864,,,,,,,,,13,,,,,,,
1692170,FDI,48679,B,CTAIN,1704,,,,,,,,,18,,,,,,,
1692169,LW,63291,A,CTAIN,2045,,,,,,,,,18,,,,,,,
1679777,LW,63581,A,CTAIN,3410,,,,,,,,,21,,,,,,,
1655505,LW,63669,A,CTAIN,850,,,,,,,,,17,,,,,,,
1676746,LW,63493,A,CTAIN,2560,,,,,,,,,22,,,,,,,
1670456,LW,63291,A,CTAIN,1760,,,,,,,,,19,,,,,,,
1670457,LW,63291,A,CTAIN,2030,,,,,,,,,19,,,,,,,
1659286,LW,63493,A,CTAIN,900,,,,,,,,,23,,,,,,,
1660420,PY,53056,B,CTAIN,850,,,,,,,,,18,,,,,,,
1685155,FDI,48678,B,CTAIN,555,,,,,,,,,16,,,,,,,
1668333,LW,63291,A,CTAIN,915,,,,,,,,,16,,,,,,,
1675473,LW,63291,A,CTAIN,19700,,,,,,,,,17,,,,,,,
1686517,LW,63493,A,CTAIN,480,,,,,,,,,14,,,,,,,
1684133,LW,63291,A,CTAIN,1420,,,,,,,,,18,,,,,,,
1682060,LW,63291,A,CTAIN,2835,,,,,,,,,21,,,,,,,
1683146,LW,63291,A,CTAIN,3690,,,,,,,,,21,,,,,,,
1682762,LW,63291,A,CTAIN,700,,,,,,,,,18,,,,,,,
1683342,LW,63291,A,CTAIN,6995,,,,,,,,,18,,,,,,,
1681954,LW,63669,A,CTAIN,12480,,,,,,,,,17,,,,,,,
1680632,LW,63669,A,CTAIN,970,,,,,,,,,17,,,,,,,
1679476,FDI,63690,A,CTAIN,300,,,,,,,,,23,,,,,,,
1687537,PY,47219,B,CTAIN,3240,,,,,,,,,21,,,,,,,
1679476,CW,48518,B,CTAIN,315,,,,,,,,,23,,,,,,,
1609275,LW,63669,A,CTAIN,3160,,,,,,,,,15,,,,,,,
1671992,LW,63669,A,CTAIN,1440,,,,,,,,,15,,,,,,,
1682201,LW,63291,A,CTAIN,1910,,,,,,,,,18,,,,,,,
1662738,LW,63669,A,CTAIN,1500,,,,,,,,,15,,,,,,,
1662139,LW,41138,B,CTAIN,1200,,,,,,,,,22,,,,,,,
1667854,LW,63528,A,CTAIN,300,,,,,,,,,25,,,,,,,
1662057,LW,63291,A,CTAIN,2680,,,,,,,,,19,,,,,,,
1667852,LW,63493,A,CTAIN,1530,,,,,,,,,22,,,,,,,
1668253,FDI,48678,B,CTAIN,660,,,,,,,,,10,,,,,,,
1670811,LW,41138,B,CTAIN,2700,,,,,,,,,15,,,,,,,
1675473,PY,53839,B,CTAIN,5280,,,,,,,,,17,,,,,,,
1683338,LW,63291,A,CTAIN,16940,,,,,,,,,18,,,,,,,
1683085,FDI,48678,B,CTAIN,935,,,,,,,,,18,,,,,,,
1682060,FDI,48678,B,CTAIN,2835,,,,,,,,,21,,,,,,,
1683227,LW,63291,A,CTAIN,3320,,,,,,,,,18,,,,,,,
1693871,FDI,63586,A,CTAIN,150,,,,,,,,,15,,,,,,,
1652565,PY,39241,B,CTAIN,1200,,,,,,,,,23,,,,,,,
1695882,LW,63669,A,CTAIN,990,,,,,,,,,17,,,,,,,
1576995,PY,53898,B,CTAIN,660,,,,,,,,,19,,,,,,,
1695883,LW,63669,A,CTAIN,865,,,,,,,,,19,,,,,,,
1683226,LW,63291,A,CTAIN,7215,,,,,,,,,18,,,,,,,
1680936,PW,63584,A,CTAIN,600,,,,,,,,,20,,,,,,,
1670483,LW,44969,B,CTAIN,8050,,,,,,,,,22,,,,,,,
1658818,LW,63291,A,CTAIN,2900,,,,,,,,,23,,,,,,,
1660421,LW,63291,A,CTAIN,1160,,,,,,,,,19,,,,,,,
1678959,CW,48518,B,CTAIN,255,,,,,,,,,18,,,,,,,
1670484,LW,63493,A,CTAIN,1160,,,,,,,,,22,,,,,,,
1683085,LW,63291,A,CTAIN,1875,,,,,,,,,18,,,,,,,
1678699,LW,63291,A,CTAIN,7515,,,,,,,,,21,,,,,,,
1684543,LW,63291,A,CTAIN,380,,,,,,,,,18,,,,,,,
1652565,LW,44031,B,CTAIN,1140,,,,,,,,,23,,,,,,,
1577000,PY,53898,B,CTAIN,765,,,,,,,,,19,,,,,,,
1577001,PY,53898,B,CTAIN,465,,,,,,,,,19,,,,,,,
1652564,LW,44031,B,CTAIN,1950,,,,,,,,,18,,,,,,,
1680808,PW,61010,A,CTAIN,240,,,,,,,,,22,,,,,,,
1659718,LW,44969,B,CTAIN,5700,,,,,,,,,22,,,,,,,
1662057,PY,53056,B,CTAIN,3300,,,,,,,,,19,,,,,,,
1674987,FDI,63690,A,CTAIN,1130,,,,,,,,,19,,,,,,,
1680808,LW,63528,A,CTAIN,1230,,,,,,,,,22,,,,,,,
1662058,LW,63291,A,CTAIN,1800,,,,,,,,,19,,,,,,,
1660420,LW,63291,A,CTAIN,1240,,,,,,,,,18,,,,,,,
1662140,LW,63291,A,CTAIN,6700,,,,,,,,,20,,,,,,,
1660418,LW,63291,A,CTAIN,3440,,,,,,,,,17,,,,,,,
1667851,LW,41140,B,CTAIN,1800,,,,,,,,,22,,,,,,,
1148253,LW,63275,A,CTAIN,1080,,,,,,,,,14,,,,,,,
1669150,LW,63291,A,CTAIN,3040,,,,,,,,,16,,,,,,,
1684409,LW,63291,A,CTAIN,880,,,,,,,,,18,,,,,,,
1668213,LW,63275,A,CTAIN,3420,,,,,,,,,15,,,,,,,
1668247,LW,63275,A,CTAIN,720,,,,,,,,,17,,,,,,,
1667241,FDI,63642,A,CTAIN,2970,,,,,,,,,11,,,,,,,
1662143,LW,63291,A,CTAIN,390,,,,,,,,,19,,,,,,,
1148253,PY,44780,B,CTAIN,990,,,,,,,,,14,,,,,,,
1668215,LW,63275,A,CTAIN,640,,,,,,,,,19,,,,,,,
1652564,PY,39241,B,CTAIN,675,,,,,,,,,18,,,,,,,
1672282,LW,63291,A,CTAIN,11520,,,,,,,,,18,,,,,,,
1662698,LW,63669,A,CTAIN,760,,,,,,,,,18,,,,,,,
1662705,LW,63669,A,CTAIN,880,,,,,,,,,15,,,,,,,
1678991,LW,44969,B,CTAIN,1780,,,,,,,,,22,,,,,,,
1678959,LW,41138,B,CTAIN,2660,,,,,,,,,18,,,,,,,
1659285,LW,63493,A,CTAIN,6350,,,,,,,,,23,,,,,,,
1660422,PY,53056,B,CTAIN,3015,,,,,,,,,19,,,,,,,
1660422,LW,63291,A,CTAIN,2300,,,,,,,,,19,,,,,,,
1670318,LW,41138,B,CTAIN,2110,,,,,,,,,23,,,,,,,
1693871,CW,53873,B,CTAIN,495,,,,,,,,,15,,,,,,,
1693498,LW,63676,A,CTAIN,1485,,,,,,,,,18,,,,,,,
1662700,LW,63669,A,CTAIN,1200,,,,,,,,,15,,,,,,,
1662706,LW,63669,A,CTAIN,1950,,,,,,,,,20,,,,,,,
1679254,LW,44969,B,CTAIN,2240,,,,,,,,,22,,,,,,,
1659683,LW,63291,A,CTAIN,2180,,,,,,,,,23,,,,,,,
1657743,LW,44969,B,CTAIN,1690,,,,,,,,,25,,,,,,,
1676855,LW,63493,A,CTAIN,600,,,,,,,,,22,,,,,,,
1691906,FDC,60686,A,CTAIN,2894,,,,,,,,,23,,,,,,,
1685492,LW,63291,A,CTAIN,675,,,,,,,,,14,,,,,,,
1668253,LW,63291,A,CTAIN,720,,,,,,,,,10,,,,,,,
1651385,LW,63291,A,CTAIN,3060,,,,,,,,,21,,,,,,,
1496571,LW,63275,A,CTAIN,1260,,,,,,,,,16,,,,,,,
1687291,PW,61010,A,CTAIN,540,,,,,,,,,20,,,,,,,
1678698,LW,63291,A,CTAIN,6385,,,,,,,,,18,,,,,,,
1677151,LW,63275,A,CTAIN,3460,,,,,,,,,17,,,,,,,
1679878,LW,63275,A,CTAIN,22590,,,,,,,,,18,,,,,,,
1667853,LW,63493,A,CTAIN,1030,,,,,,,,,23,,,,,,,
1678990,LW,63493,A,CTAIN,260,,,,,,,,,22,,,,,,,
1675624,LW,63291,A,CTAIN,2880,,,,,,,,,15,,,,,,,
1668254,FDI,48678,B,CTAIN,375,,,,,,,,,11,,,,,,,
1695846,FDI,53615,B,CTAIN,8395,,,,,,,,,18,,,,,,,
1656781,LW,63528,A,CTAIN,2655,,,,,,,,,24,,,,,,,
1695846,LW,63291,A,CTAIN,5980,,,,,,,,,18,,,,,,,
1683221,LW,63291,A,CTAIN,945,,,,,,,,,18,,,,,,,
1692034,FDC,60304,A,CTAIN,4010,,,,,,,,,24,,,,,,,
1684773,LW,63528,A,CTAIN,1010,,,,,,,,,21,,,,,,,
1691575,LW,63291,A,CTAIN,8250,,,,,,,,,21,,,,,,,
1691576,LW,63291,A,CTAIN,5385,,,,,,,,,21,,,,,,,
1682738,LW,63291,A,CTAIN,1480,,,,,,,,,27,,,,,,,
1206230,LW,63291,A,CTAIN,2748,,,,,,,,,21,,,,,,,
1206054,LW,63291,A,CTAIN,8196,,,,,,,,,19,,,,,,,
1700703,FDI,48678,B,CTAIN,330,,,,,,,,,17,,,,,,,
1700703,LW,63291,A,CTAIN,1080,,,,,,,,,17,,,,,,,
1687291,LW,63291,A,CTAIN,10480,,,,,,,,,20,,,,,,,
1683084,LW,63291,A,CTAIN,415,,,,,,,,,18,,,,,,,
1683149,LW,63291,A,CTAIN,5350,,,,,,,,,18,,,,,,,
1662059,LW,63291,A,CTAIN,4520,,,,,,,,,17,,,,,,,
1667433,PY,44020,B,MXPLT,1620,,,,,,,,,24,,,,,,,
1670482,LW,63493,A,CTAIN,900,,,,,,,,,22,,,,,,,
1679252,LW,44969,B,CTAIN,900,,,,,,,,,22,,,,,,,
1674531,BP,43930,B,CTAIN,2820,,,,,,,,,24,,,,,,,
1656781,PW,61010,A,CTAIN,555,,,,,,,,,24,,,,,,,
1672517,CW,53862,B,CTAIN,6855,,,,,,,,,15,,,,,,,
1668451,FDI,63347,A,CTAIN,3540,,,,,,,,,10,,,,,,,
1675131,LW,63528,A,CTAIN,3400,,,,,,,,,23,,,,,,,
1675029,LW,63528,A,CTAIN,9370,,,,,,,,,23,,,,,,,
1691423,LW,63291,A,CTAIN,2380,,,,,,,,,21,,,,,,,
1675129,LW,63528,A,CTAIN,6730,,,,,,,,,23,,,,,,,
1699860,FDI,53615,B,CTAIN,3335,,,,,,,,,20,,,,,,,
1695839,CW,34962,B,CTAIN,4980,,,,,,,,,17,,,,,,,
1699860,LW,63291,A,CTAIN,1865,,,,,,,,,20,,,,,,,
1542293,PY,53839,B,CTAIN,105,,,,,,,,,15,,,,,,,
1655016,PY,3004,B,CTAIN,3320,,,,,,,,,19,,,,,,,
1656855,LW,44969,B,CTAIN,3620,,,,,,,,,25,,,,,,,
1657686,PY,53054,B,CTAIN,315,,,,,,,,,17,,,,,,,
1685155,LW,63291,A,CTAIN,1935,,,,,,,,,16,,,,,,,
1674820,BP,43930,B,CTAIN,3510,,,,,,,,,23,,,,,,,
1668254,LW,63291,A,CTAIN,360,,,,,,,,,11,,,,,,,
1692034,CW,31912,B,CTAIN,2080,,,,,,,,,24,,,,,,,
1683222,LW,63291,A,CTAIN,750,,,,,,,,,15,,,,,,,
1687220,LW,63291,A,CTAIN,825,,,,,,,,,15,,,,,,,
1683386,LW,63669,A,CTAIN,940,,,,,,,,,18,,,,,,,
1680339,PW,63195,A,CTAIN,795,,,,,,,,,18,,,,,,,
1669844,LW,63669,A,CTAIN,6080,,,,,,,,,19,,,,,,,
1694978,LW,63291,A,CTAIN,6840,,,,,,,,,20,,,,,,,
1651232,LW,63669,A,CTAIN,640,,,,,,,,,13,,,,,,,
1645040,LW,63669,A,CTAIN,1260,,,,,,,,,13,,,,,,,
1655506,LW,63669,A,CTAIN,1200,,,,,,,,,16,,,,,,,
1667846,LW,44969,B,CTAIN,7730,,,,,,,,,22,,,,,,,
1656859,LW,63528,A,CTAIN,2700,,,,,,,,,23,,,,,,,
1659287,LW,63493,A,CTAIN,3000,,,,,,,,,23,,,,,,,
1659682,LW,63528,A,CTAIN,3000,,,,,,,,,22,,,,,,,
1678959,FDI,63377,A,CTAIN,7200,,,,,,,,,18,,,,,,,
1690472,PW,63027,A,CTAIN,195,,,,,,,,,29,,,,,,,
1683428,FDI,48678,B,CTAIN,990,,,,,,,,,15,,,,,,,
1683150,LW,63291,A,CTAIN,12185,,,,,,,,,18,,,,,,,
1679509,LW,63669,A,CTAIN,1000,,,,,,,,,16,,,,,,,
1679510,LW,63669,A,CTAIN,1600,,,,,,,,,17,,,,,,,
1683145,LW,63291,A,CTAIN,1470,,,,,,,,,21,,,,,,,
1684467,FDI,63544,A,CTAIN,840,,,,,,,,,15,,,,,,,
1660419,LW,63291,A,CTAIN,6700,,,,,,,,,19,,,,,,,
1670317,LW,63291,A,CTAIN,600,,,,,,,,,21,,,,,,,
1683428,LW,63291,A,CTAIN,1245,,,,,,,,,15,,,,,,,
1662365,FDI,63586,A,CTAIN,2970,,,,,,,,,18,,,,,,,
1693696,LW,63676,A,CTAIN,5190,,,,,,,,,21,,,,,,,
1678042,LW,63669,A,CTAIN,2130,,,,,,,,,17,,,,,,,
1683078,LW,63291,A,CTAIN,1165,,,,,,,,,18,,,,,,,
1682721,LW,63291,A,CTAIN,5355,,,,,,,,,18,,,,,,,
1674743,LW,63669,A,CTAIN,960,,,,,,,,,12,,,,,,,
1670453,LW,63291,A,CTAIN,1600,,,,,,,,,19,,,,,,,
1670450,LW,63291,A,CTAIN,1500,,,,,,,,,19,,,,,,,
1657689,LW,63291,A,CTAIN,8020,,,,,,,,,22,,,,,,,
1675624,FDI,48678,B,CTAIN,1980,,,,,,,,,15,,,,,,,
1685492,FDI,48678,B,CTAIN,615,,,,,,,,,14,,,,,,,
1673215,LW,63291,A,CTAIN,3050,,,,,,,,,22,,,,,,,
1644604,LW,63275,A,CTAIN,2660,,,,,,,,,15,,,,,,,
1693498,FDI,39219,B,CTAIN,1380,,,,,,,,,18,,,,,,,
1680633,LW,41138,B,CTAIN,1280,,,,,,,,,17,,,,,,,
1468152,BP,43930,B,CTAIN,6750,,,,,,,,,22,,,,,,,
1687277,LW,63291,A,CTAIN,2790,,,,,,,,,13,,,,,,,
